Application_ID,Beneficiary_ID,Officer_ID,Application_Date,Application_Mode,Documents_Submitted,Income_Certificate,Aadhaar_Verified,Status,Rejection_Reason
APP011180,BEN000926,OFF0056,2026-01-26,District Office,Yes,Yes,No,Approved,
APP011181,BEN007227,OFF0054,2026-06-06,District Office,No,Yes,No,Approved,
APP011182,BEN008150,OFF0039,2025-05-27,Online,No,Yes,Yes,Under Verification,
APP011183,BEN008734,OFF0005,2024-10-26,Online,Yes,No,Yes,Rejected,Income Above Limit
APP011184,BEN006544,OFF0024,2026-04-19,Online,Yes,Yes,No,Pending,
APP011185,BEN008784,OFF0072,2025-10-09,Online,Yes,Yes,No,Approved,
APP011186,BEN002675,OFF0032,2025-10-17,District Office,No,Yes,No,Pending,
APP011187,BEN005721,OFF0052,2024-09-14,Online,No,Yes,No,Approved,
APP011188,BEN009697,OFF0088,2024-10-29,CSC Center,No,Yes,Yes,Approved,
APP011189,BEN000252,OFF0022,2024-12-18,CSC Center,No,Yes,Yes,Pending,
APP011190,BEN007740,OFF0053,2025-03-02,CSC Center,No,Yes,Yes,Under Verification,
APP011191,BEN005986,OFF0054,2025-07-13,Mobile Camp,Yes,No,Yes,Under Verification,
APP011192,BEN002037,OFF0044,2026-05-14,District Office,No,No,Yes,Approved,
APP011193,BEN006912,OFF0055,2025-08-22,Hospital,No,No,No,Approved,
APP011194,BEN007862,OFF0083,2025-03-27,Mobile Camp,Yes,No,Yes,Pending,
APP011195,BEN008091,OFF0087,2024-08-30,Mobile Camp,Yes,No,Yes,Approved,
APP011196,BEN004232,OFF0086,2026-07-04,Hospital,No,Yes,Yes,Pending,
APP011197,BEN004841,OFF0043,2025-10-11,Online,No,Yes,Yes,Rejected,Income Above Limit
APP011198,BEN007949,OFF0025,2026-02-17,District Office,No,Yes,Yes,Approved,
APP011199,BEN002792,OFF0068,2025-04-27,Online,Yes,Yes,Yes,Approved,
APP011200,BEN005557,OFF0043,2024-09-16,Online,No,Yes,Yes,Approved,
APP011201,BEN006999,OFF0012,2024-07-15,Mobile Camp,No,No,Yes,Approved,
APP011202,BEN005694,OFF0089,2025-05-24,CSC Center,No,Yes,No,Approved,
APP011203,BEN000225,OFF0079,2025-11-18,Online,No,No,No,Approved,
APP011204,BEN004593,OFF0036,2026-06-20,Online,No,Yes,Yes,Pending,
APP011205,BEN001890,OFF0083,2025-02-07,Hospital,No,Yes,Yes,Approved,
APP011206,BEN008269,OFF0031,2025-05-27,District Office,No,Yes,No,Approved,
APP011207,BEN001859,OFF0070,2024-11-22,CSC Center,Yes,No,Yes,Under Verification,
APP011208,BEN004946,OFF0076,2025-09-14,Online,Yes,No,Yes,Under Verification,
APP011209,BEN009788,OFF0070,2025-07-03,Hospital,Yes,No,No,Approved,
APP011210,BEN004228,OFF0076,2026-01-12,District Office,Yes,No,No,Approved,
APP011211,BEN005228,OFF0038,2025-09-24,Mobile Camp,Yes,Yes,Yes,Approved,
APP011212,BEN004449,OFF0004,2026-02-16,District Office,Yes,No,No,Approved,
APP011213,BEN005002,OFF0028,2026-06-20,CSC Center,No,No,Yes,Under Verification,
APP011214,BEN009167,OFF0021,2024-10-24,Mobile Camp,No,No,Yes,Approved,
APP011215,BEN007632,OFF0074,2024-12-11,Online,Yes,No,Yes,Approved,
APP011216,BEN003786,OFF0014,2024-12-01,Mobile Camp,Yes,Yes,Yes,Approved,
APP011217,BEN008202,OFF0049,2026-04-17,CSC Center,No,No,No,Approved,
APP011218,BEN002782,OFF0029,2025-05-02,CSC Center,No,Yes,No,Approved,
APP011219,BEN008236,OFF0037,2025-02-19,Mobile Camp,Yes,Yes,No,Rejected,Address Mismatch
APP011220,BEN006102,OFF0063,2025-09-13,District Office,Yes,No,Yes,Approved,
APP011221,BEN006014,OFF0007,2025-07-26,Hospital,No,Yes,Yes,Approved,
APP011222,BEN005462,OFF0023,2024-08-11,Online,No,Yes,Yes,Approved,
APP011223,BEN000633,OFF0004,2026-04-10,Online,Yes,No,Yes,Rejected,Income Above Limit
APP011224,BEN007780,OFF0042,2026-04-12,District Office,Yes,No,Yes,Under Verification,
APP011225,BEN002112,OFF0036,2025-03-01,Mobile Camp,No,Yes,No,Approved,
APP011226,BEN000613,OFF0092,2026-04-19,CSC Center,No,No,No,Approved,
APP011227,BEN008919,OFF0024,2025-10-07,Hospital,No,Yes,No,Rejected,Income Above Limit
APP011228,BEN002745,OFF0061,2025-03-03,Mobile Camp,Yes,Yes,No,Pending,
APP011229,BEN002051,OFF0015,2025-07-28,CSC Center,Yes,No,Yes,Approved,
APP011230,BEN007105,OFF0078,2025-09-17,Mobile Camp,No,No,No,Approved,
APP011231,BEN009599,OFF0037,2026-02-04,Online,No,Yes,Yes,Approved,
APP011232,BEN002193,OFF0017,2025-07-04,CSC Center,No,Yes,No,Pending,
APP011233,BEN002627,OFF0059,2024-12-31,Hospital,No,No,Yes,Approved,
APP011234,BEN002089,OFF0065,2024-07-30,Hospital,Yes,No,Yes,Under Verification,
APP011235,BEN000856,OFF0043,2026-03-16,Hospital,Yes,Yes,No,Pending,
APP011236,BEN000673,OFF0072,2024-07-11,Hospital,No,Yes,Yes,Approved,
APP011237,BEN007403,OFF0030,2024-11-06,Mobile Camp,Yes,No,Yes,Approved,
APP011238,BEN005620,OFF0090,2025-01-30,CSC Center,No,Yes,No,Under Verification,
APP011239,BEN006087,OFF0011,2025-02-28,Hospital,Yes,Yes,Yes,Approved,
APP011240,BEN008312,OFF0058,2025-11-19,CSC Center,Yes,Yes,No,Pending,
APP011241,BEN001441,OFF0028,2026-04-18,Mobile Camp,Yes,Yes,Yes,Approved,
APP011242,BEN003545,OFF0076,2025-11-16,District Office,No,No,No,Approved,
APP011243,BEN001555,OFF0021,2025-07-12,District Office,Yes,No,No,Pending,
APP011244,BEN007034,OFF0001,2024-10-14,District Office,No,No,Yes,Under Verification,
APP011245,BEN000058,OFF0059,2025-11-29,District Office,Yes,Yes,No,Pending,
APP011246,BEN009383,OFF0079,2025-12-09,CSC Center,Yes,Yes,Yes,Approved,
APP011247,BEN008965,OFF0080,2026-06-03,Hospital,Yes,Yes,No,Approved,
APP011248,BEN000046,OFF0045,2025-02-18,CSC Center,Yes,Yes,Yes,Approved,
APP011249,BEN006179,OFF0018,2025-05-30,District Office,No,No,No,Approved,
APP011250,BEN006582,OFF0091,2024-11-26,District Office,No,No,Yes,Approved,
APP011251,BEN005945,OFF0058,2025-07-27,Online,No,Yes,No,Approved,
APP011252,BEN002096,OFF0044,2026-06-14,CSC Center,No,Yes,No,Approved,
APP011253,BEN001031,OFF0011,2025-12-26,Mobile Camp,No,No,No,Approved,
APP011254,BEN000139,OFF0088,2025-11-22,Hospital,Yes,No,Yes,Approved,
APP011255,BEN005587,OFF0039,2025-01-16,CSC Center,Yes,Yes,Yes,Approved,
APP011256,BEN006902,OFF0001,2024-08-01,District Office,No,Yes,No,Approved,
APP011257,BEN007473,OFF0077,2024-10-10,Mobile Camp,No,Yes,Yes,Approved,
APP011258,BEN005647,OFF0021,2026-02-23,Mobile Camp,No,No,Yes,Pending,
APP011259,BEN001395,OFF0007,2025-02-10,Mobile Camp,No,No,Yes,Approved,
APP011260,BEN000635,OFF0021,2025-07-27,District Office,No,Yes,No,Rejected,Invalid Aadhaar
APP011261,BEN009106,OFF0010,2024-08-30,Mobile Camp,No,No,Yes,Approved,
APP011262,BEN007260,OFF0021,2025-10-18,Mobile Camp,No,Yes,Yes,Pending,
APP011263,BEN009119,OFF0091,2026-02-09,Online,No,Yes,Yes,Rejected,Duplicate Application
APP011264,BEN009571,OFF0032,2025-04-16,District Office,No,Yes,Yes,Rejected,Invalid Aadhaar
APP011265,BEN008295,OFF0070,2025-10-04,Hospital,Yes,Yes,Yes,Under Verification,
APP011266,BEN007938,OFF0099,2025-07-18,District Office,No,No,Yes,Under Verification,
APP011267,BEN000673,OFF0011,2025-09-22,Hospital,No,No,Yes,Rejected,Income Above Limit
APP011268,BEN001974,OFF0095,2025-06-13,Mobile Camp,No,No,No,Rejected,Income Above Limit
APP011269,BEN007477,OFF0090,2026-05-15,CSC Center,Yes,Yes,Yes,Approved,
APP011270,BEN004097,OFF0003,2025-01-26,Hospital,No,No,No,Pending,
APP011271,BEN009546,OFF0051,2025-11-09,Hospital,No,Yes,No,Approved,
APP011272,BEN001741,OFF0004,2025-12-24,Hospital,Yes,No,Yes,Pending,
APP011273,BEN007468,OFF0085,2025-07-14,Online,No,Yes,Yes,Approved,
APP011274,BEN001144,OFF0025,2025-12-31,District Office,No,Yes,Yes,Approved,
APP011275,BEN001193,OFF0082,2026-04-06,District Office,Yes,No,Yes,Pending,
APP011276,BEN005585,OFF0090,2024-10-10,Mobile Camp,No,Yes,No,Approved,
APP011277,BEN007820,OFF0057,2025-04-25,Online,No,No,No,Approved,
APP011278,BEN000968,OFF0011,2025-08-12,Hospital,No,Yes,No,Rejected,Incomplete Documents
APP011279,BEN005891,OFF0035,2026-01-30,District Office,Yes,Yes,Yes,Approved,
APP011280,BEN008110,OFF0020,2025-09-29,Hospital,No,Yes,No,Approved,
APP011281,BEN008766,OFF0077,2024-07-23,Mobile Camp,Yes,No,No,Under Verification,
APP011282,BEN000286,OFF0014,2026-04-27,Online,Yes,Yes,No,Approved,
APP011283,BEN000452,OFF0097,2025-01-27,District Office,No,No,No,Approved,
APP011284,BEN007803,OFF0051,2024-11-13,Online,No,Yes,No,Pending,
APP011285,BEN002836,OFF0025,2025-10-04,District Office,No,No,Yes,Approved,
APP011286,BEN005318,OFF0040,2024-08-24,Mobile Camp,Yes,Yes,No,Approved,
APP011287,BEN002820,OFF0056,2024-10-31,District Office,No,No,Yes,Rejected,Income Above Limit
APP011288,BEN005520,OFF0066,2025-03-15,CSC Center,No,No,No,Under Verification,
APP011289,BEN009816,OFF0015,2025-07-03,District Office,No,No,Yes,Under Verification,
APP011290,BEN004643,OFF0039,2026-05-23,Online,Yes,Yes,Yes,Approved,
APP011291,BEN002024,OFF0020,2025-12-30,Mobile Camp,Yes,No,Yes,Approved,
APP011292,BEN008005,OFF0034,2024-10-23,Hospital,Yes,No,No,Pending,
APP011293,BEN005250,OFF0039,2025-04-13,Mobile Camp,Yes,No,Yes,Approved,
APP011294,BEN007517,OFF0090,2024-11-13,Hospital,Yes,No,Yes,Approved,
APP011295,BEN009982,OFF0089,2024-08-20,Hospital,Yes,No,Yes,Approved,
APP011296,BEN004746,OFF0068,2025-02-06,Online,Yes,No,Yes,Approved,
APP011297,BEN006465,OFF0064,2025-04-16,Mobile Camp,No,No,Yes,Pending,
APP011298,BEN004392,OFF0004,2025-05-31,CSC Center,Yes,Yes,Yes,Approved,
APP011299,BEN000507,OFF0087,2025-11-16,District Office,Yes,Yes,No,Approved,
APP011300,BEN002510,OFF0072,2026-06-18,Hospital,No,Yes,Yes,Rejected,Incomplete Documents
APP011301,BEN006558,OFF0087,2025-04-12,Online,Yes,No,No,Approved,
APP011302,BEN001235,OFF0047,2024-08-16,CSC Center,Yes,No,No,Approved,
APP011303,BEN003943,OFF0052,2025-02-20,District Office,No,Yes,Yes,Approved,
APP011304,BEN006433,OFF0015,2025-02-21,Hospital,Yes,No,Yes,Rejected,Address Mismatch
APP011305,BEN002619,OFF0075,2025-08-25,CSC Center,Yes,No,Yes,Approved,
APP011306,BEN009607,OFF0044,2025-11-18,District Office,Yes,Yes,Yes,Approved,
APP011307,BEN003181,OFF0004,2026-07-07,District Office,No,No,Yes,Approved,
APP011308,BEN005270,OFF0071,2024-09-07,Mobile Camp,No,No,Yes,Approved,
APP011309,BEN008949,OFF0059,2025-08-13,Mobile Camp,Yes,Yes,Yes,Approved,
APP011310,BEN008949,OFF0084,2024-12-07,Mobile Camp,Yes,Yes,Yes,Approved,
APP011311,BEN005352,OFF0091,2026-02-25,CSC Center,Yes,Yes,No,Approved,
APP011312,BEN001635,OFF0093,2025-11-09,CSC Center,Yes,No,No,Approved,
APP011313,BEN007742,OFF0030,2024-11-29,Online,Yes,Yes,Yes,Under Verification,
APP011314,BEN004825,OFF0067,2026-02-23,Online,Yes,Yes,Yes,Rejected,Invalid Aadhaar
APP011315,BEN007030,OFF0023,2024-09-21,Hospital,No,Yes,Yes,Approved,
APP011316,BEN006105,OFF0070,2025-10-18,Mobile Camp,No,No,Yes,Approved,
APP011317,BEN009327,OFF0054,2026-02-14,District Office,Yes,Yes,Yes,Approved,
APP011318,BEN006660,OFF0054,2024-11-16,Online,Yes,Yes,No,Approved,
APP011319,BEN003428,OFF0073,2025-09-05,Mobile Camp,No,No,No,Approved,
APP011320,BEN002915,OFF0074,2025-03-17,Online,Yes,No,No,Pending,
APP011321,BEN001102,OFF0021,2026-05-18,CSC Center,Yes,No,No,Approved,
APP011322,BEN006193,OFF0063,2025-03-12,Hospital,Yes,Yes,Yes,Approved,
APP011323,BEN000163,OFF0092,2026-04-13,CSC Center,Yes,Yes,Yes,Approved,
APP011324,BEN004313,OFF0074,2026-04-27,District Office,No,Yes,No,Approved,
APP011325,BEN001622,OFF0071,2025-12-24,CSC Center,No,No,No,Under Verification,
APP011326,BEN002411,OFF0004,2026-03-23,Online,Yes,Yes,No,Approved,
APP011327,BEN007927,OFF0029,2025-02-28,CSC Center,No,Yes,Yes,Approved,
APP011328,BEN000814,OFF0067,2025-02-05,Hospital,Yes,Yes,Yes,Approved,
APP011329,BEN005911,OFF0010,2025-12-24,Hospital,No,Yes,Yes,Approved,
APP011330,BEN000318,OFF0053,2026-01-03,District Office,No,Yes,No,Approved,
APP011331,BEN004501,OFF0031,2025-12-26,Mobile Camp,No,Yes,No,Approved,
APP011332,BEN002675,OFF0032,2025-04-17,Mobile Camp,Yes,Yes,Yes,Approved,
APP011333,BEN009367,OFF0082,2024-09-22,District Office,No,No,Yes,Pending,
APP011334,BEN005945,OFF0009,2025-08-29,District Office,No,Yes,Yes,Approved,
APP011335,BEN004612,OFF0027,2025-10-03,District Office,No,No,No,Under Verification,
APP011336,BEN007180,OFF0080,2025-04-09,Hospital,No,No,Yes,Approved,
APP011337,BEN003561,OFF0031,2026-04-10,Hospital,No,Yes,Yes,Approved,
APP011338,BEN005256,OFF0089,2024-10-29,District Office,No,Yes,No,Pending,
APP011339,BEN000551,OFF0032,2024-07-20,Hospital,No,No,Yes,Pending,
APP011340,BEN006790,OFF0030,2024-10-24,CSC Center,Yes,No,No,Rejected,Incomplete Documents
APP011341,BEN007947,OFF0049,2025-08-16,Hospital,Yes,Yes,No,Approved,
APP011342,BEN001137,OFF0023,2025-02-13,CSC Center,Yes,No,Yes,Approved,
APP011343,BEN009945,OFF0029,2025-04-25,District Office,No,Yes,No,Under Verification,
APP011344,BEN001955,OFF0079,2026-03-06,District Office,Yes,Yes,No,Approved,
APP011345,BEN001084,OFF0053,2025-07-21,Mobile Camp,Yes,No,Yes,Rejected,Not Eligible
APP011346,BEN000898,OFF0043,2025-05-26,District Office,No,Yes,No,Rejected,Duplicate Application
APP011347,BEN002099,OFF0058,2025-03-31,Online,No,No,Yes,Rejected,Incomplete Documents
APP011348,BEN007575,OFF0016,2026-06-25,Online,Yes,No,No,Rejected,Not Eligible
APP011349,BEN006551,OFF0040,2026-06-17,District Office,No,Yes,No,Approved,
APP011350,BEN003632,OFF0053,2024-11-13,Mobile Camp,Yes,No,Yes,Approved,
APP011351,BEN007554,OFF0041,2024-09-27,Online,No,Yes,Yes,Rejected,Address Mismatch
APP011352,BEN002549,OFF0048,2024-12-26,Mobile Camp,Yes,Yes,No,Pending,
APP011353,BEN000742,OFF0022,2024-11-07,CSC Center,No,No,Yes,Rejected,Incomplete Documents
APP011354,BEN001875,OFF0001,2025-08-04,Online,Yes,Yes,Yes,Approved,
APP011355,BEN001171,OFF0053,2024-12-28,Mobile Camp,Yes,Yes,Yes,Pending,
APP011356,BEN007514,OFF0001,2026-04-16,Mobile Camp,No,Yes,No,Approved,
APP011357,BEN004010,OFF0031,2024-12-03,CSC Center,Yes,Yes,Yes,Pending,
APP011358,BEN002505,OFF0027,2026-03-19,Hospital,Yes,Yes,Yes,Approved,
APP011359,BEN004385,OFF0002,2026-06-06,CSC Center,Yes,No,Yes,Pending,
APP011360,BEN007918,OFF0039,2025-09-16,District Office,Yes,Yes,No,Approved,
APP011361,BEN004405,OFF0076,2025-10-29,Mobile Camp,Yes,No,No,Approved,
APP011362,BEN007117,OFF0078,2025-12-27,CSC Center,Yes,Yes,No,Pending,
APP011363,BEN006572,OFF0075,2026-04-16,Mobile Camp,Yes,No,No,Approved,
APP011364,BEN000768,OFF0087,2025-08-22,CSC Center,Yes,Yes,No,Under Verification,
APP011365,BEN002170,OFF0059,2026-04-28,Mobile Camp,No,Yes,No,Approved,
APP011366,BEN003504,OFF0074,2025-08-27,District Office,No,No,Yes,Approved,
APP011367,BEN007273,OFF0035,2026-01-14,CSC Center,No,No,Yes,Pending,
APP011368,BEN008787,OFF0045,2025-09-11,CSC Center,Yes,Yes,No,Approved,
APP011369,BEN005436,OFF0080,2026-01-06,CSC Center,Yes,Yes,No,Under Verification,
APP011370,BEN008495,OFF0031,2026-02-17,CSC Center,No,Yes,No,Rejected,Address Mismatch
APP011371,BEN005183,OFF0099,2026-03-25,Hospital,No,Yes,No,Rejected,Duplicate Application
APP011372,BEN009152,OFF0095,2024-10-06,Online,Yes,Yes,Yes,Approved,
APP011373,BEN007144,OFF0049,2025-05-30,Online,No,Yes,No,Under Verification,
APP011374,BEN002985,OFF0029,2025-07-02,Mobile Camp,Yes,No,Yes,Pending,
APP011375,BEN003152,OFF0091,2026-06-21,Mobile Camp,No,No,Yes,Approved,
APP011376,BEN000247,OFF0033,2024-09-07,CSC Center,No,Yes,Yes,Approved,
APP011377,BEN005803,OFF0022,2024-10-08,District Office,Yes,Yes,No,Approved,
APP011378,BEN006204,OFF0093,2026-04-07,Online,No,No,Yes,Pending,
APP011379,BEN009990,OFF0044,2024-10-19,Online,Yes,Yes,Yes,Approved,
APP011380,BEN000144,OFF0091,2026-06-27,District Office,No,No,No,Approved,
APP011381,BEN001681,OFF0021,2024-07-23,Online,No,No,Yes,Approved,
APP011382,BEN002619,OFF0062,2025-07-17,Online,Yes,Yes,Yes,Approved,
APP011383,BEN000890,OFF0002,2025-04-06,CSC Center,Yes,Yes,Yes,Approved,
APP011384,BEN001001,OFF0072,2025-03-09,Mobile Camp,Yes,Yes,Yes,Pending,
APP011385,BEN000061,OFF0026,2025-12-28,Mobile Camp,No,Yes,No,Rejected,Address Mismatch
APP011386,BEN001877,OFF0038,2025-04-17,Mobile Camp,Yes,No,No,Pending,
APP011387,BEN004677,OFF0008,2024-10-25,CSC Center,No,Yes,No,Rejected,Invalid Aadhaar
APP011388,BEN006007,OFF0048,2026-04-05,Mobile Camp,No,Yes,No,Under Verification,
APP011389,BEN009522,OFF0012,2025-06-18,Hospital,Yes,Yes,Yes,Approved,
APP011390,BEN005891,OFF0071,2026-06-01,CSC Center,Yes,No,Yes,Approved,
APP011391,BEN006142,OFF0068,2025-10-17,Hospital,No,No,No,Under Verification,
APP011392,BEN003514,OFF0024,2025-08-20,CSC Center,No,No,No,Approved,
APP011393,BEN000952,OFF0040,2026-02-23,Mobile Camp,No,No,Yes,Approved,
APP011394,BEN003011,OFF0004,2025-04-01,Online,Yes,No,Yes,Rejected,Income Above Limit
APP011395,BEN001605,OFF0006,2024-11-20,District Office,Yes,No,Yes,Under Verification,
APP011396,BEN007058,OFF0059,2026-01-12,Hospital,Yes,Yes,Yes,Approved,
APP011397,BEN004474,OFF0014,2025-03-03,Mobile Camp,Yes,No,Yes,Under Verification,
APP011398,BEN008250,OFF0091,2024-08-01,Hospital,Yes,Yes,Yes,Rejected,Duplicate Application
APP011399,BEN005734,OFF0064,2026-02-08,Hospital,Yes,Yes,Yes,Approved,
APP011400,BEN004102,OFF0023,2026-04-03,Mobile Camp,Yes,No,Yes,Approved,
APP011401,BEN004577,OFF0057,2024-10-10,CSC Center,Yes,No,Yes,Approved,
APP011402,BEN007608,OFF0075,2024-12-29,Mobile Camp,Yes,No,No,Under Verification,
APP011403,BEN008102,OFF0020,2024-10-17,District Office,No,No,Yes,Approved,
APP011404,BEN008550,OFF0097,2026-05-06,CSC Center,Yes,No,Yes,Pending,
APP011405,BEN003257,OFF0051,2025-12-31,CSC Center,No,Yes,Yes,Pending,
APP011406,BEN007589,OFF0086,2024-10-28,Mobile Camp,No,Yes,Yes,Approved,
APP011407,BEN009712,OFF0047,2025-12-26,Online,No,No,No,Rejected,Duplicate Application
APP011408,BEN006322,OFF0031,2025-01-01,Online,Yes,No,Yes,Approved,
APP011409,BEN000162,OFF0098,2025-03-05,CSC Center,No,No,Yes,Rejected,Invalid Aadhaar
APP011410,BEN000704,OFF0072,2024-10-15,Hospital,No,No,No,Under Verification,
APP011411,BEN000623,OFF0082,2024-12-19,District Office,No,Yes,No,Approved,
APP011412,BEN008165,OFF0038,2024-10-19,CSC Center,No,Yes,No,Approved,
APP011413,BEN009112,OFF0066,2024-09-09,Mobile Camp,No,Yes,No,Pending,
APP011414,BEN002732,OFF0046,2025-06-04,Hospital,Yes,Yes,Yes,Under Verification,
APP011415,BEN005364,OFF0029,2025-12-28,Hospital,Yes,Yes,Yes,Approved,
APP011416,BEN001210,OFF0028,2026-02-22,CSC Center,Yes,No,No,Approved,
APP011417,BEN007925,OFF0044,2026-03-10,Hospital,Yes,Yes,Yes,Pending,
APP011418,BEN006728,OFF0017,2024-10-04,Mobile Camp,No,Yes,Yes,Pending,
APP011419,BEN004892,OFF0047,2024-09-08,District Office,No,No,Yes,Approved,
APP011420,BEN005302,OFF0066,2024-07-24,District Office,Yes,Yes,No,Approved,
APP011421,BEN006571,OFF0089,2026-03-03,District Office,Yes,Yes,Yes,Pending,
APP011422,BEN007940,OFF0039,2025-07-21,CSC Center,No,No,No,Approved,
APP011423,BEN001929,OFF0083,2026-02-18,Hospital,Yes,No,No,Under Verification,
APP011424,BEN001820,OFF0012,2025-06-09,Mobile Camp,Yes,Yes,Yes,Pending,
APP011425,BEN006574,OFF0088,2024-08-12,Hospital,No,Yes,Yes,Pending,
APP011426,BEN005231,OFF0060,2024-12-09,Online,Yes,No,Yes,Approved,
APP011427,BEN003371,OFF0097,2024-10-01,Mobile Camp,No,Yes,No,Pending,
APP011428,BEN001263,OFF0006,2024-08-04,District Office,No,No,Yes,Pending,
APP011429,BEN007113,OFF0027,2026-03-17,District Office,Yes,No,No,Approved,
APP011430,BEN005516,OFF0055,2025-12-04,Online,No,No,No,Under Verification,
APP011431,BEN009698,OFF0073,2025-08-12,CSC Center,No,Yes,No,Rejected,Duplicate Application
APP011432,BEN005139,OFF0086,2025-10-13,Online,Yes,No,Yes,Pending,
APP011433,BEN005517,OFF0026,2024-08-25,District Office,No,No,Yes,Rejected,Not Eligible
APP011434,BEN001082,OFF0049,2025-07-09,Online,Yes,Yes,Yes,Approved,
APP011435,BEN000486,OFF0040,2024-10-10,CSC Center,Yes,Yes,Yes,Approved,
APP011436,BEN005121,OFF0001,2026-06-15,District Office,Yes,Yes,Yes,Rejected,Address Mismatch
APP011437,BEN004743,OFF0076,2025-01-22,Mobile Camp,No,No,No,Approved,
APP011438,BEN008878,OFF0033,2024-08-12,Hospital,No,Yes,Yes,Under Verification,
APP011439,BEN001841,OFF0077,2024-08-30,Online,No,Yes,Yes,Rejected,Invalid Aadhaar
APP011440,BEN001819,OFF0064,2025-03-01,Mobile Camp,No,Yes,No,Approved,
APP011441,BEN000063,OFF0026,2025-12-10,Online,Yes,Yes,Yes,Approved,
APP011442,BEN001858,OFF0043,2024-07-17,Hospital,No,Yes,Yes,Approved,
APP011443,BEN009586,OFF0090,2026-02-16,Online,Yes,Yes,Yes,Approved,
APP011444,BEN005496,OFF0076,2024-09-22,Online,Yes,Yes,No,Approved,
APP011445,BEN004599,OFF0020,2026-03-09,CSC Center,No,Yes,Yes,Approved,
APP011446,BEN005228,OFF0054,2024-10-14,CSC Center,Yes,Yes,No,Approved,
APP011447,BEN001695,OFF0022,2026-06-24,CSC Center,Yes,No,No,Approved,
APP011448,BEN005018,OFF0001,2025-10-20,Hospital,Yes,No,No,Approved,
APP011449,BEN009386,OFF0014,2024-12-16,Online,Yes,Yes,No,Approved,
APP011450,BEN006709,OFF0048,2025-10-09,Mobile Camp,Yes,Yes,Yes,Rejected,Invalid Aadhaar
APP011451,BEN009966,OFF0005,2026-06-09,District Office,No,No,No,Approved,
APP011452,BEN007362,OFF0050,2024-12-12,Hospital,Yes,Yes,Yes,Rejected,Incomplete Documents
APP011453,BEN003163,OFF0036,2024-11-30,CSC Center,Yes,No,No,Rejected,Duplicate Application
APP011454,BEN001477,OFF0040,2025-12-12,CSC Center,Yes,No,Yes,Approved,
APP011455,BEN003164,OFF0078,2025-04-09,Hospital,Yes,No,Yes,Under Verification,
APP011456,BEN006968,OFF0016,2024-08-01,Online,Yes,Yes,No,Approved,
APP011457,BEN002412,OFF0041,2024-09-18,District Office,Yes,No,Yes,Under Verification,
APP011458,BEN003956,OFF0099,2024-10-31,District Office,No,Yes,No,Pending,
APP011459,BEN001466,OFF0025,2026-04-28,CSC Center,No,No,Yes,Approved,
APP011460,BEN005821,OFF0047,2026-02-09,Online,No,Yes,Yes,Approved,
APP011461,BEN000246,OFF0028,2025-02-10,District Office,No,Yes,Yes,Rejected,Duplicate Application
APP011462,BEN007384,OFF0037,2025-10-03,Mobile Camp,Yes,Yes,No,Under Verification,
APP011463,BEN006645,OFF0065,2025-04-06,CSC Center,No,Yes,Yes,Pending,
APP011464,BEN002941,OFF0019,2025-04-09,Mobile Camp,No,Yes,Yes,Approved,
APP011465,BEN006877,OFF0022,2024-11-11,Hospital,No,Yes,Yes,Approved,
APP011466,BEN006067,OFF0023,2026-05-05,Online,No,No,No,Rejected,Incomplete Documents
APP011467,BEN001674,OFF0019,2025-08-02,Hospital,Yes,Yes,No,Approved,
APP011468,BEN008290,OFF0003,2026-03-08,Mobile Camp,Yes,Yes,Yes,Approved,
APP011469,BEN007166,OFF0008,2026-01-26,Mobile Camp,No,No,No,Rejected,Duplicate Application
APP011470,BEN002121,OFF0016,2025-10-29,Hospital,No,Yes,No,Approved,
APP011471,BEN001625,OFF0072,2025-01-13,Online,No,No,No,Rejected,Address Mismatch
APP011472,BEN006457,OFF0075,2025-08-06,Mobile Camp,No,Yes,No,Approved,
APP011473,BEN009203,OFF0090,2025-09-25,Online,No,Yes,Yes,Rejected,Invalid Aadhaar
APP011474,BEN007700,OFF0055,2024-09-01,Mobile Camp,No,Yes,No,Rejected,Not Eligible
APP011475,BEN003701,OFF0006,2024-09-24,CSC Center,Yes,No,No,Approved,
APP011476,BEN000922,OFF0051,2026-04-07,Mobile Camp,No,Yes,No,Approved,
APP011477,BEN000025,OFF0006,2025-10-02,Hospital,Yes,No,Yes,Approved,
APP011478,BEN003925,OFF0073,2026-02-22,CSC Center,No,Yes,Yes,Under Verification,
APP011479,BEN009498,OFF0001,2024-07-20,Mobile Camp,Yes,Yes,Yes,Under Verification,
APP011480,BEN008533,OFF0054,2025-08-24,CSC Center,No,Yes,No,Approved,
APP011481,BEN006285,OFF0080,2024-12-25,District Office,No,No,Yes,Approved,
APP011482,BEN009560,OFF0009,2026-01-16,Mobile Camp,Yes,Yes,Yes,Approved,
APP011483,BEN008204,OFF0090,2024-12-05,District Office,Yes,Yes,Yes,Pending,
APP011484,BEN008505,OFF0076,2025-02-13,Hospital,Yes,No,Yes,Under Verification,
APP011485,BEN008021,OFF0089,2024-11-20,Mobile Camp,No,Yes,No,Approved,
APP011486,BEN001445,OFF0059,2026-06-10,Hospital,No,No,Yes,Rejected,Invalid Aadhaar
APP011487,BEN007939,OFF0082,2026-02-15,Hospital,No,No,Yes,Approved,
